"X.1","X","name","album","release_date","track_number","id","acousticness","danceability","energy","instrumentalness","liveness","loudness","speechiness","tempo","valence","popularity","duration_ms"
722,721,"Come Back...Be Here","Red (Deluxe Edition)","2012-10-22",18,"1n8rB9AhxiAvVP1E2c3yOd",0.00471,0.483,0.548,2.01e-06,0.0997,-6.291,0.0254,79.926,0.217,46,223920
705,704,"State Of Grace","Red (Deluxe Edition)","2012-10-22",1,"0b16LTzby1YRVd2nq2Z0fw",0.000197,0.588,0.825,0.00138,0.0884,-5.882,0.0328,129.968,0.397,45,295720
711,710,"I Almost Do","Red (Deluxe Edition)","2012-10-22",7,"1eyqSYBCTane4rl4vc6PWJ",0.0173,0.567,0.481,4.13e-05,0.182,-7.357,0.027,145.865,0.233,45,244560
713,712,"Stay Stay Stay","Red (Deluxe Edition)","2012-10-22",9,"0F2S1QlnMaOfmNHIgmES3k",0.307,0.729,0.748,1.29e-06,0.0962,-6.67,0.0245,99.981,0.928,45,205853
1057,1056,"Hey Stephen","Fearless","2008-11-11",4,"4WXzzCof26KJLTK5kK53dS",0.194,0.841,0.544,2.48e-06,0.108,-7.347,0.0309,115.994,0.831,45,254306
1120,1119,"Untouchable","Fearless (Platinum Edition)","2008-11-11",2,"6ovFJkdau79DuXEvQjPaNH",0.0583,0.419,0.454,3.78e-06,0.0974,-6.809,0.0335,200.017,0.288,45,311040
707,706,"Treacherous","Red (Deluxe Edition)","2012-10-22",3,"7nECwCDHS1JvQbrmuorZIH",0.101,0.704,0.621,4.3e-06,0.14,-8.086,0.0334,109.995,0.395,44,242760
1062,1061,"You're Not Sorry","Fearless","2008-11-11",9,"0HmCuN0Z3OX1Qrz43FLOPL",0.146,0.475,0.452,1.36e-06,0.108,-4.134,0.027,133.959,0.276,44,261786
1065,1064,"The Best Day","Fearless","2008-11-11",12,"3esA216TyLHEkNiBCeCmcg",0.647,0.666,0.434,1.95e-06,0.124,-8.543,0.0289,126.084,0.396,44,245333
715,714,"Holy Ground","Red (Deluxe Edition)","2012-10-22",11,"3KmYVOuK2eG7LGP7qQ8DLR",0.0162,0.627,0.816,0.00208,0.0965,-6.698,0.0774,157.043,0.648,43,202960
717,716,"The Lucky One","Red (Deluxe Edition)","2012-10-22",13,"5VQLMrWhailAhErKNUSnv1",0.0371,0.706,0.499,0,0.132,-7.675,0.0369,117.937,0.545,43,240266
719,718,"Starlight","Red (Deluxe Edition)","2012-10-22",15,"1gL4vMhDV3RgJQmDuY5HK1",0.0213,0.649,0.777,0.000335,0.21,-5.804,0.0406,126.018,0.587,43,220600
716,715,"Sad Beautiful Tragic","Red (Deluxe Edition)","2012-10-22",12,"70e9zuv2pJc7ON1OUAJ1zl",0.632,0.624,0.34,0.0337,0.0805,-12.411,0.029,129.987,0.261,42,284866
1060,1059,"Breathe","Fearless","2008-11-11",7,"49mWEy5MgtNujgT7xU3emT",0.379,0.505,0.482,0,0.113,-7.372,0.0276,73.975,0.184,42,263973
1061,1060,"Tell Me Why","Fearless","2008-11-11",8,"3rnI1UCyGJvUTVvT97VQr5",0.0571,0.604,0.855,3.65e-06,0.343,-3.097,0.038,99.96,0.51,42,200546
1119,1118,"Jump Then Fall","Fearless (Platinum Edition)","2008-11-11",1,"6WWvcA62QlnRguluWAk6bv",0.111,0.618,0.687,0,0.0693,-5.737,0.0271,79.991,0.82,42,237066
1121,1120,"Forever & Always - Piano Version","Fearless (Platinum Edition)","2008-11-11",3,"13MAWVUSkbGMUi6I7RowRK",0.852,0.592,0.16,0,0.116,-10.785,0.0347,118.929,0.294,42,267506
721,720,"The Moment I Knew","Red (Deluxe Edition)","2012-10-22",17,"4qTAwKJQ68gmnrnfPD3vlO",0.187,0.619,0.506,1.47e-05,0.101,-7.327,0.0315,126.03,0.274,41,286613
726,725,"State Of Grace - Acoustic","Red (Deluxe Edition)","2012-10-22",22,"5mfDBWY7ncZFm7ykmFTG4i",0.664,0.626,0.118,0.000169,0.127,-15.91,0.0305,105.597,0.0682,41,323080
1066,1065,"Change","Fearless","2008-11-11",13,"1yACRKAwlXWhXXFUSkvzhD",0.00408,0.541,0.77,0,0.117,-4.17,0.0354,96.013,0.215,40,280240
1122,1121,"Come In With The Rain","Fearless (Platinum Edition)","2008-11-11",4,"0cEG04R5cldkTLzK6phlcn",0.0961,0.527,0.461,2.47e-06,0.24,-6.172,0.0256,143.94,0.23,40,238093
1124,1123,"The Other Side Of The Door","Fearless (Platinum Edition)","2008-11-11",6,"1yDJcXc549N6AabNBzFAku",0.169,0.476,0.816,0,0.238,-4.279,0.0347,163.847,0.469,40,237600
723,722,"Girl At Home","Red (Deluxe Edition)","2012-10-22",19,"6VFpuI0DDmbC5UyWZQ4IRY",0.272,0.733,0.59,0,0.134,-5.86,0.0284,125.048,0.633,39,220840
1123,1122,"SuperStar","Fearless (Platinum Edition)","2008-11-11",5,"0XfTh16YcKPzdxMPTeKTAq",0.367,0.61,0.531,0,0.351,-6.123,0.0239,85.979,0.228,39,261453
1035,1034,"Teardrops On My Guitar","Fearless","2008-11-11",15,"7gfzBsM4xaMb8c2WdpzEat",0.0174,0.514,0.554,0.00572,0.118,-6.338,0.0258,99.947,0.171,22,194653
1037,1036,"Love Story - J Stax Radio Mix","Fearless","2008-11-11",17,"4i0M7glXqIIRKPwbLtpExi",0.00664,0.696,0.827,0.0031,0.297,-6.464,0.0313,127.997,0.324,19,221800
1020,1019,"I Heart ?","Fearless","2008-11-11",20,"2HxTSD72RBQR31HtyX72sf",0.0472,0.706,0.818,0,0.327,-3.335,0.0267,105.995,0.64,14,197346
1017,1016,"Beautiful Eyes","Fearless","2008-11-11",17,"1a5kAD0K7zijLlZokbRDe2",0.383,0.529,0.7,0,0.0967,-3.303,0.026,96.019,0.372,9,179240
1018,1017,"Picture To Burn - Radio Edit","Fearless","2008-11-11",18,"3eappfX5EGKcctHz904vNj",0.0803,0.661,0.859,0,0.0926,-2.445,0.0315,105.583,0.802,7,173333
